"";"V1";"V2"
"211";0,437249382443864;-0,154215264180496
"212";0,0630659098670839;0,0143413792281908
"213";0,185242328375218;-0,114983814109596
"214";-0,0710865854883543;-0,374888823920453
"215";-0,3416662485177;-0,0444774087342017
"217";-0,327647652198459;0,116500287516387
"219";-0,129572411410332;-0,367648321818991
"220";0,157476645041156;0,189207503826709
"221";0,394170830239665;0,31518755471237
"223";0,367346870283349;0,393341879502717
"224";0,167522827553356;-0,190684829726416
"225";-0,290000050014291;0,0403149485485334
"227";0,0675664507879529;-0,421288217092687
"228";-0,148391583953512;0,180123754451014
"229";-0,0109223027351265;-0,0748280561339972
"230";-0,457601680252279;0,065172394954277
"231";-0,0638696101964489;0,117094950846602
"232";-0,313161880816031;0,103196796768745
"234";0,462658944009759;-0,331209352281238
"235";0,0960181325796876;0,253796630135037
"240";0,209402315072042;0,0521003344238838
"241";-0,016532670840853;0,219101483063897
"242";-0,220095145163046;0,121520301400372
"243";-0,250962689769261;0,116400273614323
"245";-0,238971262714504;-0,0352173585558666
"246";-0,235341680993079;0,12804551979438
"247";0,141006255825368;-0,531713325020294
"249";0,182731351864881;0,338067341204677
"250";0,186969918541347;-0,502836986352884
"251";-0,102441253505909;0,272009767103784
"253";0,356252078930705;-0,245733175865944
"254";0,00265195757838757;0,227940839736795
"255";-0,378205702582513;0,0873745026722044
"256";0,206662273178173;0,144721108615763
"257";-0,1426481639925;-0,171573553476304
"259";0,115418007832922;-0,490112445957253
"262";0,016221811692667;0,342445703281699
"264";-0,0848267578187912;0,159718443315562
"265";0,288597776384311;0,342321303716375
"268";0,106356334171316;-0,439087113121621
"271";0,173710086846318;-0,0384078117580045
"273";0,0152012445121481;-0,0841388862782408
"274";-0,0985314122814833;-0,109939114942944
"275";-0,244086445000662;-0,224948699000849
"276";0,395772474635426;-0,358933881678778
"277";-0,135445866144866;-0,23466011520381
"278";-0,322677835791502;-0,102599106523075
"279";0,144997688298681;-0,107900912607883
"280";0,407497828250209;-0,371079824911547
"281";0,442961911130498;-0,257893824420836
"282";0,258524666784323;0,355455458732343
"283";-0,0960169714706502;0,0469919020582534
"284";0,0387085400112847;0,100994629726096
"285";0,376713013543244;0,383852569346949
"286";0,437688875614707;-0,279623095320305
"288";0,414132196356184;-0,0449271714798229
"289";0,00274168540624415;0,214182199735286
"290";-0,452897307466037;0,0694466642046989
"291";0,218715743655676;-0,156917832536225
"293";0,132571835368716;-0,478865980957358
"294";-0,258161291837646;0,0835977100822343
"295";0,391628696519949;0,405048562905256
"298";-0,396113931414169;0,0718347880791447
"301";0,440730445141167;-0,195081820418121
"302";-0,244086445000662;-0,224948699000849
"305";-0,0752869550040573;0,139855880368749
"307";-0,316720524929784;0,0356769308636553
"308";0,0797307734789829;-0,377089788008311
"309";-0,00869498334670201;-0,453396844123565
"314";0,291125617618265;0,356801006972105
"316";0,440291728938802;-0,321300751442659
"317";-0,360763487995155;-0,00192670440624941
"318";-0,244086445000662;-0,224948699000849
"320";-0,151050843119022;0,08402844744193
"321";-0,109873858651779;-0,319444498220165
"322";-0,137334100684991;-0,154707926663949
"324";0,23415274399689;0,383884376206126
"325";0,326620522151356;0,388462647800323
"326";-0,243830528328365;-0,0905471054579584
"327";0,230790555052969;0,21752332350444
"329";-0,0531831075382726;0,0403608001632291
"330";-0,0829597299276627;-0,159806225865441
"331";-0,31080380808387;0,0483845277356477
"332";-0,00856942438552105;0,204010871436434
"333";0,141006255825368;-0,531713325020295
"334";-0,0310280492586829;0,0323204710612949
"335";0,181436808951519;-0,0716986492130939
"339";0,0645272724949865;-0,454185670809681
"341";-0,434009855756946;0,00606470130917916
"344";0,395772474635426;-0,358933881678778
"345";0,466938191488387;-0,324409870103143
"346";-0,161278408554323;0,00183926583630855
"348";0,163891810110533;-0,0136551871782442
"349";-0,320847584095416;-0,0941078948555527
"351";0,327527148959121;0,352985309340336
"354";0,28616956476233;0,284855844579482
"355";-0,133464288461478;0,11546332196765
"356";0,141006255825368;-0,531713325020295
"357";0,167811698867576;-0,491831149821367
"358";-0,222266182567982;-0,201084602836121
"359";-0,113489581407754;-0,172164686104915
"360";0,173943469457875;-0,00276837862720887
"361";0,451211477655098;-0,313565844933869
"365";0,0854718919278044;-0,350429452741449
"366";0,382601095219348;0,292499806202137
"367";0,185636357795879;0,168033838158384
"368";0,196915820168517;-0,0238670617702283
"370";0,252958337044591;0,188916871319688
"371";0,34481056365957;0,404488593428041
"372";-0,366711454635425;0,015443225848119
"373";-0,377793776182105;-0,0810703016562821
"374";0,30642750683558;-0,0293340424674441
"375";0,00834717194221152;-0,407612112140018
"376";-0,299100906649888;-0,0393644713067954
"378";0,0311640387436085;0,162966412821125
"379";0,305029643465432;0,0180403862196693
"380";-0,0752869550040573;0,139855880368749
"381";0,014457929702618;-0,379614802410182
"382";0,286112873630202;0,342896154625239
"383";-0,345961864350222;0,0925885117999697
"384";0,0911663044772992;0,156693989179806
"385";0,274786725234628;0,370814470801292
"386";-0,422508052933871;0,0934252625074621
"388";-0,106958345822881;0,275295284200646
"389";0,00553882325864014;0,130283583650636
"390";-0,0960169714706503;0,0469919020582535
"391";-0,322677835791502;-0,102599106523075
"394";-0,18691394094675;-0,204931971475732
"395";0,141006255825368;-0,531713325020295
"396";-0,0960169714706503;0,0469919020582535
"397";-0,126227161943526;0,287599851650078
"400";0,34481056365957;0,404488593428041
"401";-0,322677835791502;-0,102599106523075
"402";0,177296949528455;0,114684618616008
"404";-0,0930271630312692;-0,0279543109388548
"406";-0,0662951218860403;-0,406500950013077
"410";0,0700534469993438;0,0884197200189903
"411";0,391853385933341;0,408430745983903
"412";0,445062733905832;0,0334650105418124
"413";-0,311321385793102;0,0538731901445722
"414";0,174325084881131;-0,048569451945989
"415";-0,041321201077568;0,0816873041663257
"416";0,052424572886672;0,214593611772778
"417";-0,412385229927856;0,025363767978869
"418";-0,269260854396614;0,0544918097843273
"419";-0,000344860639910304;0,0655965527842499
"422";-0,377793776182105;-0,0810703016562821
"423";0,300020194492296;-0,341884522987397
"424";-0,365308772028449;0,0765467008379005
"427";-0,327785754479722;-0,00844839924988305
"428";0,365859980833461;0,378456507939591
"429";0,283932418016806;0,0349509205410867
"430";0,309121709962702;0,374310108957643
"432";0,104469357665939;-0,519774225946546
"434";0,0350558337219738;-0,383082546241182
"435";-0,00910202697874512;-0,38546844474572
"436";-0,164427282428795;0,18324991848391
"437";-0,251246702748911;-0,0795357083096461
"438";-0,134696768945182;-0,0274965856266074
"439";-0,0944815182476317;-0,263121764193514
"440";0,25891884691248;0,127811922828057
"441";0,33767416721535;0,399147366311061
"442";0,447928486634844;-0,157910721784492
"443";-0,259200967181014;-0,0918648197721371
"444";-0,357451696490575;0,0284774161413022
"446";0,141006255825368;-0,531713325020294
"447";-0,166996869309587;0,270926058777991
"448";-0,0445062410818567;-0,306314348044423
"449";0,112721645650935;0,0326142718135758
"450";0,450162815242644;-0,280632929840903
"451";-0,210646074061247;0,243479402495957
"452";0,104469357665939;-0,519774225946546
"453";-0,171353729461373;-0,130642900103448
"455";-0,235809415869046;0,122354098044637
"457";-0,109873858651779;-0,319444498220165
"458";0,173710842671151;0,21422652045667
"459";-0,412280589342458;0,0609233934805304
"461";-0,0268205087731464;0,169820691691726
"462";0,142225341085428;0,297466285009399
"463";0,317443631520633;0,0615018416123596
"465";0,182197356379213;0,129118542847126
"466";-0,116181501129098;0,066737942233667
"467";0,358479565820543;0,225891981380318
"468";-0,388716168424708;0,0194474322434956
"469";0,344747410598938;0,366095814472798
"471";-0,317082749313067;0,10481101991823
"472";-0,0179638876596093;0,219388527532168
"473";0,0839811463111483;0,278760282550193
"474";0,208100425537162;-0,0418081788481069
"475";-0,290110766595324;-0,085901942953478
"476";-0,324505692520109;-0,0432008240734003
"479";0,282087282611902;0,281362830998529
"480";-0,0808760525723864;0,120856746749122
"481";0,344467504388988;-0,231962639374095
"482";-0,322494694155729;0,0877223625044595
"485";-0,116346284984268;-0,0277034429202706
"486";-0,448264544426742;0,105852345639286
"487";-0,0855353559599233;-0,0177910232046901
"489";0,20350352685921;-0,240246189200963
"491";-0,401798504868589;0,0231792703823119
"492";0,181133813898236;0,138993835976004
"493";0,208472162222883;-0,184857011353363
"494";0,239798852404767;0,0309854342194954
"496";0,0179130424608938;0,20188239407784
"497";-0,147695268017108;-0,256213181453672
"498";-0,289636786768372;-0,112208825047043
"499";0,169508135033666;0,201708183136092
"500";-0,287310166528486;0,0595599470099279
